-2.9200025000000096,-2.7699949999999944,2.3366650000000013,-3.092502500000009,-1.6774974999999941,11.179989999999975,4.0,2.0,6.0,4.0,4.0,1.0
-2.9200025000000096,-0.11999999999999982,4.6000000000000085,-0.85749750000000091,-2.1199999999999952,7.4849999999999994,4.0,6.0,2.0,4.0,3.0,2.0
-2.9200025000000096,0.43857285714286071,5.4099899999999934,-0.95400200000000268,-2.5099899999999877,2.7950000000000017,4.0,7.0,1.0,5.0,2.0,6.0
-3.092502500000009,1.9528571428571451,-1.0499899999999798,-1.2250016666666663,-2.4399799999999914,-0.47571571428571652,4.0,7.0,1.0,6.0,1.0,7.0
-5.1899999999999977,0.89399999999999979,4.6000000000000085,-0.95400200000000268,-2.5099899999999877,7.4849999999999994,1.0,5.0,2.0,5.0,2.0,2.0
-5.1899999999999977,0.89399999999999979,4.6000000000000085,-0.95400200000000268,-2.5099899999999877,7.4849999999999994,1.0,5.0,2.0,5.0,2.0,2.0
-2.7699949999999944,2.3366650000000013,-0.67000000000001592,-1.6774974999999941,11.179989999999975,-3.8328571428571405,2.0,6.0,2.0,4.0,1.0,7.0
-0.11999999999999982,4.6000000000000085,-1.203329999999994,-2.1199999999999952,7.4849999999999994,-5.1033350000000013,6.0,2.0,3.0,3.0,2.0,6.0
0.43857285714286071,5.4099899999999934,-5.927500000000002,-2.5099899999999877,2.7950000000000017,-16.21000500000001,7.0,1.0,4.0,2.0,6.0,2.0
1.9528571428571451,-1.0499899999999798,-4.9783350000000057,-2.4399799999999914,-0.47571571428571652,-12.319999999999993,7.0,1.0,6.0,1.0,7.0,1.0
2.3366650000000013,-0.67000000000001592,-5.9159999999999968,11.179989999999975,-3.8328571428571405,0.58666999999999803,6.0,2.0,5.0,1.0,7.0,3.0
3.0720020000000035,-1.0499899999999798,-7.5533366666666764,11.179989999999975,1.118002000000007,-16.21000500000001,5.0,1.0,3.0,1.0,5.0,2.0
3.0720020000000035,-1.0499899999999798,-7.5533366666666764,11.179989999999975,1.118002000000007,-16.21000500000001,5.0,1.0,3.0,1.0,5.0,2.0
4.6000000000000085,-1.203329999999994,-3.7914300000000032,7.4849999999999994,-5.1033350000000013,0.58666999999999803,2.0,3.0,7.0,2.0,6.0,3.0
5.4099899999999934,-5.927500000000002,-0.22428571428571331,2.7950000000000017,-16.21000500000001,0.58666999999999803,1.0,4.0,7.0,6.0,2.0,3.0
-1.0499899999999798,-4.9783350000000057,1.4100000000000037,-0.47571571428571652,-12.319999999999993,0.72249999999999659,1.0,6.0,4.0,7.0,1.0,4.0
-0.67000000000001592,-5.9159999999999968,1.4100000000000037,-3.8328571428571405,0.58666999999999803,2.0599950000000007,2.0,5.0,4.0,7.0,3.0,2.0
-1.203329999999994,-3.7914300000000032,4.8700000000000045,-5.1033350000000013,0.58666999999999803,1.1875,3.0,7.0,1.0,6.0,3.0,4.0
-1.203329999999994,-6.8275025000000085,1.4100000000000037,-11.563333333333324,0.58666999999999803,1.1299899999999923,3.0,4.0,4.0,3.0,3.0,1.0
-1.203329999999994,-6.8275025000000085,1.4100000000000037,-11.563333333333324,0.58666999999999803,1.1299899999999923,3.0,4.0,4.0,3.0,3.0,1.0
-5.927500000000002,-0.22428571428571331,-0.025005000000007271,-16.21000500000001,0.58666999999999803,-0.66857285714285852,4.0,7.0,2.0,2.0,3.0,7.0
-4.9783350000000057,1.4100000000000037,1.4860000000000013,-12.319999999999993,0.72249999999999659,-0.96833333333333371,6.0,4.0,5.0,1.0,4.0,6.0
-5.9159999999999968,1.4100000000000037,1.4860000000000013,0.58666999999999803,2.0599950000000007,-1.7600000000000022,5.0,4.0,5.0,3.0,2.0,5.0
-3.7914300000000032,4.8700000000000045,1.4860000000000013,0.58666999999999803,1.1875,-3.14333666666667,7.0,1.0,5.0,3.0,4.0,3.0
-0.22428571428571331,-0.025005000000007271,2.4933366666666736,0.58666999999999803,-0.66857285714285852,8.215005000000005,7.0,2.0,3.0,3.0,7.0,2.0
0.2566666666666701,4.8700000000000045,1.4860000000000013,0.58666999999999803,1.1875,-3.14333666666667,3.0,1.0,5.0,3.0,4.0,3.0
0.2566666666666701,4.8700000000000045,1.4860000000000013,0.58666999999999803,1.1875,-3.14333666666667,3.0,1.0,5.0,3.0,4.0,3.0
1.4100000000000037,1.4860000000000013,-0.045000000000001705,0.72249999999999659,-0.96833333333333371,8.215005000000005,4.0,5.0,4.0,4.0,6.0,2.0
1.4100000000000037,1.4860000000000013,-0.045000000000001705,2.0599950000000007,-1.7600000000000022,5.6633333333333367,4.0,5.0,4.0,2.0,5.0,3.0
4.8700000000000045,1.4860000000000013,-0.045000000000001705,1.1875,-3.14333666666667,1.3285714285714303,1.0,5.0,4.0,4.0,3.0,7.0
-0.025005000000007271,2.4933366666666736,-0.045000000000001705,-0.66857285714285852,8.215005000000005,-1.4260019999999998,2.0,3.0,4.0,7.0,2.0,5.0
1.4860000000000013,-0.045000000000001705,-0.45666666666666816,-0.96833333333333371,8.215005000000005,-1.4260019999999998,5.0,4.0,3.0,6.0,2.0,5.0
-0.025005000000007271,2.4933366666666736,-0.045000000000001705,-1.7600000000000022,8.215005000000005,0.20749500000000154,2.0,3.0,4.0,5.0,2.0,4.0
-0.025005000000007271,2.4933366666666736,-0.045000000000001705,-1.7600000000000022,8.215005000000005,0.20749500000000154,2.0,3.0,4.0,5.0,2.0,4.0
1.4860000000000013,-0.045000000000001705,-0.13200199999999995,-1.7600000000000022,5.6633333333333367,-1.9224999999999994,5.0,4.0,5.0,5.0,3.0,4.0
